Center Image,Left Image,Right Image,Steering,Throttle,Brake,Speed,moving average(if(abs(moving5 average9>original: Insert moving average)
/IMG/center_2018_01_02_23_25_45_430.jpg,/IMG/left_2018_01_02_23_25_45_430.jpg,/IMG/right_2018_01_02_23_25_45_430.jpg,0,0,0,7.439572,-0.17000002
/IMG/center_2018_01_02_23_25_45_943.jpg,/IMG/left_2018_01_02_23_25_45_943.jpg,/IMG/right_2018_01_02_23_25_45_943.jpg,-0.8500001,0,0,7.021991,-0.8500001
/IMG/center_2018_01_02_23_25_46_448.jpg,/IMG/left_2018_01_02_23_25_46_448.jpg,/IMG/right_2018_01_02_23_25_46_448.jpg,0,0,0,6.687181,-0.17000002
/IMG/center_2018_01_02_23_25_46_967.jpg,/IMG/left_2018_01_02_23_25_46_967.jpg,/IMG/right_2018_01_02_23_25_46_967.jpg,0,0,0,6.474789,-0.17000002
/IMG/center_2018_01_02_23_25_47_478.jpg,/IMG/left_2018_01_02_23_25_47_478.jpg,/IMG/right_2018_01_02_23_25_47_478.jpg,0,0,0,6.256507,-0.17000002
/IMG/center_2018_01_02_23_25_47_984.jpg,/IMG/left_2018_01_02_23_25_47_984.jpg,/IMG/right_2018_01_02_23_25_47_984.jpg,-0.8500001,0,0,5.906383,-0.8500001
/IMG/center_2018_01_02_23_25_48_480.jpg,/IMG/left_2018_01_02_23_25_48_480.jpg,/IMG/right_2018_01_02_23_25_48_480.jpg,0,0,0,5.631009,0
/IMG/center_2018_01_02_23_25_49_029.jpg,/IMG/left_2018_01_02_23_25_49_029.jpg,/IMG/right_2018_01_02_23_25_49_029.jpg,0,0,0,5.441183,0
/IMG/center_2018_01_02_23_25_49_536.jpg,/IMG/left_2018_01_02_23_25_49_536.jpg,/IMG/right_2018_01_02_23_25_49_536.jpg,0,1,0,9.264198,-0.16000002
/IMG/center_2018_01_02_23_25_50_067.jpg,/IMG/left_2018_01_02_23_25_50_067.jpg,/IMG/right_2018_01_02_23_25_50_067.jpg,0,0,0,9.044862,-0.16000002
/IMG/center_2018_01_02_23_25_50_588.jpg,/IMG/left_2018_01_02_23_25_50_588.jpg,/IMG/right_2018_01_02_23_25_50_588.jpg,0,0,0,8.739912,-0.16000002
/IMG/center_2018_01_02_23_25_51_089.jpg,/IMG/left_2018_01_02_23_25_51_089.jpg,/IMG/right_2018_01_02_23_25_51_089.jpg,0,0,0,8.445257,-0.16000002
/IMG/center_2018_01_02_23_25_51_622.jpg,/IMG/left_2018_01_02_23_25_51_622.jpg,/IMG/right_2018_01_02_23_25_51_622.jpg,-0.8000001,0,0,8.007401,-0.8000001
/IMG/center_2018_01_02_23_25_52_862.jpg,/IMG/left_2018_01_02_23_25_52_862.jpg,/IMG/right_2018_01_02_23_25_52_862.jpg,0,0,0,7.64573,0
/IMG/center_2018_01_02_23_25_53_547.jpg,/IMG/left_2018_01_02_23_25_53_547.jpg,/IMG/right_2018_01_02_23_25_53_547.jpg,0,0,0,7.387969,-0.16000002
/IMG/center_2018_01_02_23_25_54_064.jpg,/IMG/left_2018_01_02_23_25_54_064.jpg,/IMG/right_2018_01_02_23_25_54_064.jpg,0,0,0,7.15331,-0.16000002
/IMG/center_2018_01_02_23_25_54_569.jpg,/IMG/left_2018_01_02_23_25_54_569.jpg,/IMG/right_2018_01_02_23_25_54_569.jpg,0,1,0,10.90762,-0.16000002
/IMG/center_2018_01_02_23_25_55_086.jpg,/IMG/left_2018_01_02_23_25_55_086.jpg,/IMG/right_2018_01_02_23_25_55_086.jpg,0,0,0,10.62496,-0.16000002
/IMG/center_2018_01_02_23_25_55_591.jpg,/IMG/left_2018_01_02_23_25_55_591.jpg,/IMG/right_2018_01_02_23_25_55_591.jpg,-0.8000001,0,0,10.07111,-0.8000001
/IMG/center_2018_01_02_23_25_56_110.jpg,/IMG/left_2018_01_02_23_25_56_110.jpg,/IMG/right_2018_01_02_23_25_56_110.jpg,0,0,0,9.629415,-0.17000002
/IMG/center_2018_01_02_23_25_56_624.jpg,/IMG/left_2018_01_02_23_25_56_624.jpg,/IMG/right_2018_01_02_23_25_56_624.jpg,0,0,0,9.304736,-0.17000002
/IMG/center_2018_01_02_23_25_57_144.jpg,/IMG/left_2018_01_02_23_25_57_144.jpg,/IMG/right_2018_01_02_23_25_57_144.jpg,0,0,0,9.009178,-0.17000002
/IMG/center_2018_01_02_23_25_58_148.jpg,/IMG/left_2018_01_02_23_25_58_148.jpg,/IMG/right_2018_01_02_23_25_58_148.jpg,0,0,0,8.705438,-0.17000002
/IMG/center_2018_01_02_23_25_58_672.jpg,/IMG/left_2018_01_02_23_25_58_672.jpg,/IMG/right_2018_01_02_23_25_58_672.jpg,-0.8500001,0,0,8.214808,-0.8500001
/IMG/center_2018_01_02_23_25_59_222.jpg,/IMG/left_2018_01_02_23_25_59_222.jpg,/IMG/right_2018_01_02_23_25_59_222.jpg,0,0,0,7.846407,0
/IMG/center_2018_01_02_23_25_59_781.jpg,/IMG/left_2018_01_02_23_25_59_781.jpg,/IMG/right_2018_01_02_23_25_59_781.jpg,0,0,0,7.581682,0
/IMG/center_2018_01_02_23_26_00_356.jpg,/IMG/left_2018_01_02_23_26_00_356.jpg,/IMG/right_2018_01_02_23_26_00_356.jpg,0,0,0,7.326076,-0.16000002
/IMG/center_2018_01_02_23_26_00_991.jpg,/IMG/left_2018_01_02_23_26_00_991.jpg,/IMG/right_2018_01_02_23_26_00_991.jpg,0,1,0,10.85292,-0.16000002
/IMG/center_2018_01_02_23_26_01_604.jpg,/IMG/left_2018_01_02_23_26_01_604.jpg,/IMG/right_2018_01_02_23_26_01_604.jpg,0,0,0,10.57178,-0.16000002
/IMG/center_2018_01_02_23_26_02_229.jpg,/IMG/left_2018_01_02_23_26_02_229.jpg,/IMG/right_2018_01_02_23_26_02_229.jpg,0,0,0,10.21533,-0.16000002
/IMG/center_2018_01_02_23_26_02_854.jpg,/IMG/left_2018_01_02_23_26_02_854.jpg,/IMG/right_2018_01_02_23_26_02_854.jpg,-0.8000001,0,0,9.683407,-0.8000001
/IMG/center_2018_01_02_23_26_03_482.jpg,/IMG/left_2018_01_02_23_26_03_482.jpg,/IMG/right_2018_01_02_23_26_03_482.jpg,0,0,0,9.256444,0
/IMG/center_2018_01_02_23_26_04_100.jpg,/IMG/left_2018_01_02_23_26_04_100.jpg,/IMG/right_2018_01_02_23_26_04_100.jpg,0,0,0,8.944345,0
/IMG/center_2018_01_02_23_26_04_715.jpg,/IMG/left_2018_01_02_23_26_04_715.jpg,/IMG/right_2018_01_02_23_26_04_715.jpg,0,1,0,12.45455,-0.17000002
/IMG/center_2018_01_02_23_26_05_339.jpg,/IMG/left_2018_01_02_23_26_05_339.jpg,/IMG/right_2018_01_02_23_26_05_339.jpg,0,0,0,12.22327,-0.17000002
/IMG/center_2018_01_02_23_26_06_145.jpg,/IMG/left_2018_01_02_23_26_06_145.jpg,/IMG/right_2018_01_02_23_26_06_145.jpg,0,0,0,11.49837,-0.17000002
/IMG/center_2018_01_02_23_26_06_761.jpg,/IMG/left_2018_01_02_23_26_06_761.jpg,/IMG/right_2018_01_02_23_26_06_761.jpg,0,0,0,11.4646,-0.17000002
/IMG/center_2018_01_02_23_26_07_387.jpg,/IMG/left_2018_01_02_23_26_07_387.jpg,/IMG/right_2018_01_02_23_26_07_387.jpg,-0.8500001,0,0,10.66327,-0.8500001
/IMG/center_2018_01_02_23_26_07_824.jpg,/IMG/left_2018_01_02_23_26_07_824.jpg,/IMG/right_2018_01_02_23_26_07_824.jpg,0,0,0,10.18267,0
/IMG/center_2018_01_02_23_26_08_455.jpg,/IMG/left_2018_01_02_23_26_08_455.jpg,/IMG/right_2018_01_02_23_26_08_455.jpg,0,0,0,9.859196,-0.17000002
/IMG/center_2018_01_02_23_26_09_091.jpg,/IMG/left_2018_01_02_23_26_09_091.jpg,/IMG/right_2018_01_02_23_26_09_091.jpg,0,0,0,9.526772,-0.17000002
/IMG/center_2018_01_02_23_26_09_727.jpg,/IMG/left_2018_01_02_23_26_09_727.jpg,/IMG/right_2018_01_02_23_26_09_727.jpg,0,0,0,9.205446,-0.17000002
/IMG/center_2018_01_02_23_26_10_359.jpg,/IMG/left_2018_01_02_23_26_10_359.jpg,/IMG/right_2018_01_02_23_26_10_359.jpg,0,0,0,8.913038,-0.17000002
/IMG/center_2018_01_02_23_26_11_004.jpg,/IMG/left_2018_01_02_23_26_11_004.jpg,/IMG/right_2018_01_02_23_26_11_004.jpg,-0.8500001,0,0,8.410283,-0.8500001
/IMG/center_2018_01_02_23_26_11_654.jpg,/IMG/left_2018_01_02_23_26_11_654.jpg,/IMG/right_2018_01_02_23_26_11_654.jpg,0,0,0,8.018055,0
/IMG/center_2018_01_02_23_26_12_307.jpg,/IMG/left_2018_01_02_23_26_12_307.jpg,/IMG/right_2018_01_02_23_26_12_307.jpg,0,0,0,7.763382,0
/IMG/center_2018_01_02_23_26_12_945.jpg,/IMG/left_2018_01_02_23_26_12_945.jpg,/IMG/right_2018_01_02_23_26_12_945.jpg,0,0,0,7.50165,0
/IMG/center_2018_01_02_23_26_13_596.jpg,/IMG/left_2018_01_02_23_26_13_596.jpg,/IMG/right_2018_01_02_23_26_13_596.jpg,0,0,0,7.248744,0
/IMG/center_2018_01_02_23_26_14_254.jpg,/IMG/left_2018_01_02_23_26_14_254.jpg,/IMG/right_2018_01_02_23_26_14_254.jpg,0,0,0,7.018511,0
/IMG/center_2018_01_02_23_26_14_912.jpg,/IMG/left_2018_01_02_23_26_14_912.jpg,/IMG/right_2018_01_02_23_26_14_912.jpg,0,1,0,10.77829,0
/IMG/center_2018_01_02_23_26_15_563.jpg,/IMG/left_2018_01_02_23_26_15_563.jpg,/IMG/right_2018_01_02_23_26_15_563.jpg,0,0,0,10.4992,-0.16000002
/IMG/center_2018_01_02_23_26_16_212.jpg,/IMG/left_2018_01_02_23_26_16_212.jpg,/IMG/right_2018_01_02_23_26_16_212.jpg,0,0,0,10.16568,-0.16000002
/IMG/center_2018_01_02_23_26_16_857.jpg,/IMG/left_2018_01_02_23_26_16_857.jpg,/IMG/right_2018_01_02_23_26_16_857.jpg,0,0,0,9.822922,-0.16000002
/IMG/center_2018_01_02_23_26_17_500.jpg,/IMG/left_2018_01_02_23_26_17_500.jpg,/IMG/right_2018_01_02_23_26_17_500.jpg,0,0,0,9.491707,-0.16000002
/IMG/center_2018_01_02_23_26_18_128.jpg,/IMG/left_2018_01_02_23_26_18_128.jpg,/IMG/right_2018_01_02_23_26_18_128.jpg,-0.8000001,0,0,8.99805,-0.8000001
/IMG/center_2018_01_02_23_26_18_768.jpg,/IMG/left_2018_01_02_23_26_18_768.jpg,/IMG/right_2018_01_02_23_26_18_768.jpg,0,0,0,8.597389,0
/IMG/center_2018_01_02_23_26_19_406.jpg,/IMG/left_2018_01_02_23_26_19_406.jpg,/IMG/right_2018_01_02_23_26_19_406.jpg,0,0,0,8.307528,0
/IMG/center_2018_01_02_23_26_20_039.jpg,/IMG/left_2018_01_02_23_26_20_039.jpg,/IMG/right_2018_01_02_23_26_20_039.jpg,0,0,0,8.04366,0
/IMG/center_2018_01_02_23_26_20_670.jpg,/IMG/left_2018_01_02_23_26_20_670.jpg,/IMG/right_2018_01_02_23_26_20_670.jpg,0,1,0,11.59872,-0.17000002
/IMG/center_2018_01_02_23_26_21_329.jpg,/IMG/left_2018_01_02_23_26_21_329.jpg,/IMG/right_2018_01_02_23_26_21_329.jpg,0,0,0,11.63925,-0.17000002
/IMG/center_2018_01_02_23_26_22_138.jpg,/IMG/left_2018_01_02_23_26_22_138.jpg,/IMG/right_2018_01_02_23_26_22_138.jpg,0,0,0,11.09262,-0.17000002
/IMG/center_2018_01_02_23_26_22_598.jpg,/IMG/left_2018_01_02_23_26_22_598.jpg,/IMG/right_2018_01_02_23_26_22_598.jpg,0,0,0,10.71861,-0.17000002
/IMG/center_2018_01_02_23_26_23_243.jpg,/IMG/left_2018_01_02_23_26_23_243.jpg,/IMG/right_2018_01_02_23_26_23_243.jpg,-0.8500001,0,0,10.11141,-0.8500001
/IMG/center_2018_01_02_23_26_23_894.jpg,/IMG/left_2018_01_02_23_26_23_894.jpg,/IMG/right_2018_01_02_23_26_23_894.jpg,0,0,0,9.671623,0
/IMG/center_2018_01_02_23_26_24_554.jpg,/IMG/left_2018_01_02_23_26_24_554.jpg,/IMG/right_2018_01_02_23_26_24_554.jpg,0,0,0,9.345441,0
/IMG/center_2018_01_02_23_26_25_197.jpg,/IMG/left_2018_01_02_23_26_25_197.jpg,/IMG/right_2018_01_02_23_26_25_197.jpg,0,0,0,9.030353,0
/IMG/center_2018_01_02_23_26_25_835.jpg,/IMG/left_2018_01_02_23_26_25_835.jpg,/IMG/right_2018_01_02_23_26_25_835.jpg,0,1,0,12.53637,0
/IMG/center_2018_01_02_23_26_26_678.jpg,/IMG/left_2018_01_02_23_26_26_678.jpg,/IMG/right_2018_01_02_23_26_26_678.jpg,0,0,0,12.37215,0
/IMG/center_2018_01_02_23_26_27_336.jpg,/IMG/left_2018_01_02_23_26_27_336.jpg,/IMG/right_2018_01_02_23_26_27_336.jpg,0,0,0,11.45525,-0.16000002
/IMG/center_2018_01_02_23_26_27_985.jpg,/IMG/left_2018_01_02_23_26_27_985.jpg,/IMG/right_2018_01_02_23_26_27_985.jpg,0,0,0,11.55816,-0.16000002
/IMG/center_2018_01_02_23_26_28_639.jpg,/IMG/left_2018_01_02_23_26_28_639.jpg,/IMG/right_2018_01_02_23_26_28_639.jpg,0,0,0,10.99283,-0.16000002
/IMG/center_2018_01_02_23_26_29_105.jpg,/IMG/left_2018_01_02_23_26_29_105.jpg,/IMG/right_2018_01_02_23_26_29_105.jpg,0,0,0,10.62218,-0.16000002
/IMG/center_2018_01_02_23_26_29_755.jpg,/IMG/left_2018_01_02_23_26_29_755.jpg,/IMG/right_2018_01_02_23_26_29_755.jpg,-0.8000001,0,0,10.06864,-0.8000001
/IMG/center_2018_01_02_23_26_30_412.jpg,/IMG/left_2018_01_02_23_26_30_412.jpg,/IMG/right_2018_01_02_23_26_30_412.jpg,0,0,0,9.627052,0
/IMG/center_2018_01_02_23_26_31_056.jpg,/IMG/left_2018_01_02_23_26_31_056.jpg,/IMG/right_2018_01_02_23_26_31_056.jpg,0,0,0,9.302394,0
/IMG/center_2018_01_02_23_26_31_702.jpg,/IMG/left_2018_01_02_23_26_31_702.jpg,/IMG/right_2018_01_02_23_26_31_702.jpg,0,0,0,9.006906,0
/IMG/center_2018_01_02_23_26_32_526.jpg,/IMG/left_2018_01_02_23_26_32_526.jpg,/IMG/right_2018_01_02_23_26_32_526.jpg,0,1,0,12.66108,0
/IMG/center_2018_01_02_23_26_33_175.jpg,/IMG/left_2018_01_02_23_26_33_175.jpg,/IMG/right_2018_01_02_23_26_33_175.jpg,0,0,0,12.49791,0
/IMG/center_2018_01_02_23_26_33_826.jpg,/IMG/left_2018_01_02_23_26_33_826.jpg,/IMG/right_2018_01_02_23_26_33_826.jpg,0,0,0,12.05535,0
/IMG/center_2018_01_02_23_26_34_485.jpg,/IMG/left_2018_01_02_23_26_34_485.jpg,/IMG/right_2018_01_02_23_26_34_485.jpg,0,0,0,11.50273,0
/IMG/center_2018_01_02_23_26_35_150.jpg,/IMG/left_2018_01_02_23_26_35_150.jpg,/IMG/right_2018_01_02_23_26_35_150.jpg,0,0,0,11.16991,0
/IMG/center_2018_01_02_23_26_35_602.jpg,/IMG/left_2018_01_02_23_26_35_602.jpg,/IMG/right_2018_01_02_23_26_35_602.jpg,0,0,0,10.81558,0
/IMG/center_2018_01_02_23_26_36_299.jpg,/IMG/left_2018_01_02_23_26_36_299.jpg,/IMG/right_2018_01_02_23_26_36_299.jpg,0,0,0,10.45089,0
/IMG/center_2018_01_02_23_26_36_926.jpg,/IMG/left_2018_01_02_23_26_36_926.jpg,/IMG/right_2018_01_02_23_26_36_926.jpg,0,0,0,10.09851,0
/IMG/center_2018_01_02_23_26_37_735.jpg,/IMG/left_2018_01_02_23_26_37_735.jpg,/IMG/right_2018_01_02_23_26_37_735.jpg,0,1,0,13.50882,0
/IMG/center_2018_01_02_23_26_38_293.jpg,/IMG/left_2018_01_02_23_26_38_293.jpg,/IMG/right_2018_01_02_23_26_38_293.jpg,0,0,0,13.27038,-0.17000002
/IMG/center_2018_01_02_23_26_38_845.jpg,/IMG/left_2018_01_02_23_26_38_845.jpg,/IMG/right_2018_01_02_23_26_38_845.jpg,0,0,0,12.53585,-0.17000002
/IMG/center_2018_01_02_23_26_39_410.jpg,/IMG/left_2018_01_02_23_26_39_410.jpg,/IMG/right_2018_01_02_23_26_39_410.jpg,0,0,0,12.10074,-0.17000002
/IMG/center_2018_01_02_23_26_39_978.jpg,/IMG/left_2018_01_02_23_26_39_978.jpg,/IMG/right_2018_01_02_23_26_39_978.jpg,0,0,0,11.92913,-0.17000002
/IMG/center_2018_01_02_23_26_40_527.jpg,/IMG/left_2018_01_02_23_26_40_527.jpg,/IMG/right_2018_01_02_23_26_40_527.jpg,-0.8500001,0,0,11.22428,-0.8500001
/IMG/center_2018_01_02_23_26_40_927.jpg,/IMG/left_2018_01_02_23_26_40_927.jpg,/IMG/right_2018_01_02_23_26_40_927.jpg,0,0,0,10.74511,0
/IMG/center_2018_01_02_23_26_41_496.jpg,/IMG/left_2018_01_02_23_26_41_496.jpg,/IMG/right_2018_01_02_23_26_41_496.jpg,0,0,0,10.38277,0
/IMG/center_2018_01_02_23_26_42_049.jpg,/IMG/left_2018_01_02_23_26_42_049.jpg,/IMG/right_2018_01_02_23_26_42_049.jpg,0,0,0,10.03268,0
/IMG/center_2018_01_02_23_26_42_772.jpg,/IMG/left_2018_01_02_23_26_42_772.jpg,/IMG/right_2018_01_02_23_26_42_772.jpg,0,1,0,13.44814,0
/IMG/center_2018_01_02_23_26_43_341.jpg,/IMG/left_2018_01_02_23_26_43_341.jpg,/IMG/right_2018_01_02_23_26_43_341.jpg,0,0,0,13.30089,0
/IMG/center_2018_01_02_23_26_43_884.jpg,/IMG/left_2018_01_02_23_26_43_884.jpg,/IMG/right_2018_01_02_23_26_43_884.jpg,0,0,0,12.34499,0
/IMG/center_2018_01_02_23_26_44_436.jpg,/IMG/left_2018_01_02_23_26_44_436.jpg,/IMG/right_2018_01_02_23_26_44_436.jpg,0,0,0,12.03102,0
/IMG/center_2018_01_02_23_26_44_995.jpg,/IMG/left_2018_01_02_23_26_44_995.jpg,/IMG/right_2018_01_02_23_26_44_995.jpg,0,0,0,11.86908,-0.17000002
/IMG/center_2018_01_02_23_26_45_559.jpg,/IMG/left_2018_01_02_23_26_45_559.jpg,/IMG/right_2018_01_02_23_26_45_559.jpg,0,0,0,11.23672,-0.17000002
/IMG/center_2018_01_02_23_26_46_109.jpg,/IMG/left_2018_01_02_23_26_46_109.jpg,/IMG/right_2018_01_02_23_26_46_109.jpg,0,0,0,11.07015,-0.17000002
/IMG/center_2018_01_02_23_26_46_501.jpg,/IMG/left_2018_01_02_23_26_46_501.jpg,/IMG/right_2018_01_02_23_26_46_501.jpg,0,0,0,10.69688,-0.17000002
/IMG/center_2018_01_02_23_26_47_074.jpg,/IMG/left_2018_01_02_23_26_47_074.jpg,/IMG/right_2018_01_02_23_26_47_074.jpg,-0.8500001,0,0,10.09112,-0.8500001
/IMG/center_2018_01_02_23_26_47_628.jpg,/IMG/left_2018_01_02_23_26_47_628.jpg,/IMG/right_2018_01_02_23_26_47_628.jpg,0,0,0,9.652047,0
/IMG/center_2018_01_02_23_26_48_163.jpg,/IMG/left_2018_01_02_23_26_48_163.jpg,/IMG/right_2018_01_02_23_26_48_163.jpg,0,0,0,9.326593,0
/IMG/center_2018_01_02_23_26_48_708.jpg,/IMG/left_2018_01_02_23_26_48_708.jpg,/IMG/right_2018_01_02_23_26_48_708.jpg,0,0,0,9.012113,0
/IMG/center_2018_01_02_23_26_49_256.jpg,/IMG/left_2018_01_02_23_26_49_256.jpg,/IMG/right_2018_01_02_23_26_49_256.jpg,0,1,0,12.51906,0
/IMG/center_2018_01_02_23_26_49_953.jpg,/IMG/left_2018_01_02_23_26_49_953.jpg,/IMG/right_2018_01_02_23_26_49_953.jpg,0,0,0,12.35181,0
/IMG/center_2018_01_02_23_26_50_491.jpg,/IMG/left_2018_01_02_23_26_50_491.jpg,/IMG/right_2018_01_02_23_26_50_491.jpg,0,0,0,11.41866,0.16000002
